-1,0.398942,-0.690988,-0,0.892062,0,0
-0.99,0.398942,-0.684078,-0.0689259,0.865434,0.152582,0.0108709
-0.98,0.398942,-0.677169,-0.0972307,0.839074,0.213066,0.0216325
-0.97,0.398942,-0.670259,-0.118782,0.812981,0.257636,0.0322848
-0.96,0.398942,-0.663349,-0.136809,0.787156,0.293677,0.0428279
-0.95,0.398942,-0.656439,-0.152566,0.761598,0.324091,0.0532617
-0.94,0.398942,-0.649529,-0.166699,0.736308,0.350385,0.0635863
-0.93,0.398942,-0.642619,-0.179591,0.711286,0.373466,0.0738016
-0.92,0.398942,-0.635709,-0.191492,0.686531,0.393935,0.0839077
-0.91,0.398942,-0.628799,-0.202579,0.662044,0.412211,0.0939045
-0.9,0.398942,-0.621889,-0.212977,0.637824,0.428608,0.103792
-0.89,0.398942,-0.61498,-0.222783,0.613873,0.443361,0.11357
-0.88,0.398942,-0.60807,-0.232073,0.590188,0.45666,0.123239
-0.87,0.398942,-0.60116,-0.240906,0.566772,0.468654,0.132799
-0.86,0.398942,-0.59425,-0.249331,0.543623,0.479468,0.14225
-0.85,0.398942,-0.58734,-0.257387,0.520741,0.489205,0.151591
-0.84,0.398942,-0.58043,-0.265109,0.498127,0.497954,0.160823
-0.83,0.398942,-0.57352,-0.272525,0.475781,0.505788,0.169946
-0.82,0.398942,-0.56661,-0.279658,0.453703,0.512775,0.178959
-0.81,0.398942,-0.559701,-0.286531,0.431892,0.518969,0.187864
-0.8,0.398942,-0.552791,-0.293162,0.410349,0.524423,0.196659
-0.79,0.398942,-0.545881,-0.299566,0.389073,0.529181,0.205344
-0.78,0.398942,-0.538971,-0.305757,0.368065,0.533282,0.213921
-0.77,0.398942,-0.532061,-0.31175,0.347324,0.536762,0.222388
-0.76,0.398942,-0.525151,-0.317554,0.326852,0.539655,0.230746
-0.75,0.398942,-0.518241,-0.32318,0.306646,0.54199,0.238995
-0.74,0.398942,-0.511331,-0.328637,0.286709,0.543793,0.247134
-0.73,0.398942,-0.504421,-0.333934,0.267039,0.54509,0.255165
-0.72,0.398942,-0.497512,-0.339077,0.247636,0.545904,0.263086
-0.71,0.398942,-0.490602,-0.344075,0.228502,0.546256,0.270897
-0.7,0.398942,-0.483692,-0.348932,0.209635,0.546165,0.2786
-0.69,0.398942,-0.476782,-0.353655,0.191035,0.54565,0.286193
-0.68,0.398942,-0.469872,-0.358249,0.172703,0.544727,0.293677
-0.67,0.398942,-0.462962,-0.362719,0.154639,0.543414,0.301052
-0.66,0.398942,-0.456052,-0.36707,0.136842,0.541724,0.308317
-0.65,0.398942,-0.449142,-0.371306,0.119313,0.539672,0.315473
-0.64,0.398942,-0.442233,-0.37543,0.102052,0.537272,0.32252
-0.63,0.398942,-0.435323,-0.379446,0.0850581,0.534535,0.329458
-0.62,0.398942,-0.428413,-0.383358,0.068332,0.531474,0.336286
-0.61,0.398942,-0.421503,-0.387169,0.0518734,0.5281,0.343006
-0.6,0.398942,-0.414593,-0.390882,0.0356825,0.524423,0.349615
-0.59,0.398942,-0.407683,-0.394499,0.0197592,0.520455,0.356116
-0.58,0.398942,-0.400773,-0.398024,0.00410349,0.516205,0.362508
-0.57,0.398942,-0.393863,-0.401458,-0.0112846,0.511681,0.36879
-0.56,0.398942,-0.386953,-0.404804,-0.026405,0.506894,0.374963
-0.55,0.398942,-0.380044,-0.408064,-0.0412579,0.501852,0.381026
-0.54,0.398942,-0.373134,-0.41124,-0.0558431,0.496562,0.386981
-0.53,0.398942,-0.366224,-0.414334,-0.0701607,0.491034,0.392826
